term,#messages,#instances
"dummy",3,3
"struggling",3,3
"apple",3,3
"#javascript",3,3
"#emailmarketing",3,3
"@robsuddaby",3,3
"european",3,3
"@festivalglocal",3,3
"showdown",3,3
"#teamjacobviz",3,3
"@jordanscott",3,3
"alerts",3,4
"spending",3,3
"120k",3,3
"signing",3,3
"brit",3,3
"@geekwire",3,3
"turkeys",3,3
"effect",3,3
"@usereadyinc",3,3
"@nelsondavis",3,3
"@googlecloud",3,3
"tutorial☞",3,3
"@datascience_ja",3,3
"https://t.co/2rhct2s2ug",3,3
"efforts",3,3
"#geospatial",3,3
"@vizcandy",3,3
"george",3,3
"crawling",3,3
"unbelievably",3,3
"and…",3,3
"steph",3,3
"3danim8",3,3
"snacks",3,3
"#vizintooltips",3,3
"@pablosdt",3,3
"wondering",3,3
"@_adeeb",3,3
"#vizzingwithjoe",3,3
"follower",3,3
"#businessobjects",3,3
"@3danim8",3,3
"call",3,3
"axelrod_eric",3,3
"soit",3,3
"dropped",3,3
"cuisine",3,3
"can\'t-miss",3,3
"@ivettalexa",3,3
"strategy",3,3
"shady",3,3
"tough",3,3
"teaching",3,3
"pretend",3,3
"reproduce",3,3
"https://t.co/yb8c0dutlp",3,3
"https://t.co/wrsvo4guku",3,3
"https://t.co/hwtbfjzzlv",3,3
"info",3,3
"https://t.co/qwo7onbzej",3,3
"https://t.co/nu7iiejd80",3,3
"react",3,3
"scie…",3,3
"programs…",3,3
"https://t.co/l2cbohuhjj",3,3
"monte",3,3
"insightful",3,3
"obesity",3,3
"https://t.co/comkyyemkd#data",3,3
"https://t.co/fitrnzsq…",3,3
"offices",3,3
"https://t.co/ebn6altzx1",3,3
"https://t.co/xi6cskusvy#data",3,3
"https://t.co/rlfa7j33jb",3,3
"pull",3,3
"loathing",3,3
"https://t.co/gzfomev9y7",3,3
"puppy",3,3
"https://t.co/6sffipypxt",3,3
"romance",3,3
"looked",3,3
"https://t.co/zdsfdfsqnf",3,3
"https://t.co/7aujktpgtg",3,3
"issues",3,3
"rule",3,3
"rempli",3,3
"https://t.co/qhhq81pkae",3,3
"prepping",3,3
"options",3,3
"organization",3,3
"lucky",3,3
"launch",3,3
"struggle",3,3
"@ewscrippsco",3,3
"substitute",3,3
"#entrepreneurshipinbelgium",3,3
"@themobmuseum",3,3
"@danvesset",3,3
"🎉super",3,3
"@ryanvizzes",3,3
"victims",3,3
"bay…",3,3
"sick",3,3
"digr_io",3,3
"brett",3,3
"150m",3,3
"galore",3,3
"filled",3,3
"2,000",3,3
"@udigtech",3,3
"behavior",3,3
"hospitality",3,3
"@kevintaylornc",3,4
"buddy",3,3
"@googleanalytics",3,3
"accessible",3,3
"winners",3,3
"@dbaker007",3,3
"@biscorecard",3,3
"analytical",3,3
"slow",3,3
"#squad",3,3
"en-route",3,3
"#datasciencehttps://t.co…",3,3
"gilra",3,3
"#nola",3,3
"#datatothepeople",3,3
"adminstration",3,3
"blower",3,3
"advance",3,3
"solving",3,3
"#worklifebalance",3,3
"boarding",3,3
"background",3,3
"touch",3,3
"google☞",3,3
"reporting",3,3
"leaf",3,3
"https://t.co/y6nnhwbgah",3,3
"pins",3,3
"https://t.co/8epepje1cl",3,3
"retreivability\'-great",3,3
"https://t.co/vq6rlj52nx",3,3
"scrapy",3,3
"participate",3,3
"kent",3,3
"https://t.co/b8lzaxn0lw",3,3
"https://t.co/5wf7s…",3,3
"https://t.co/oeztavr3ss",3,3
"https://t.co/liirxsoly5",3,3
"munich",3,3
"interpreting",3,3
"media",3,3
"https://t.co/bhx…",3,3
"memories",3,3
"https://t.co/3nic7qsixk",3,3
"https://t.co/hcs8jus8j7",3,3
"opioid",3,3
"ladies",3,3
"🤣🤣#data17",3,3
"@jbencina",3,3
"@jentschwab",3,3
"#jaspersoft",3,3
"boston",3,3
"@analyticbridge",3,3
"ahah",3,3
"@thekatiedata",3,3
"@mick_tessari",3,3
"bars",3,3
"females",3,3
"#fatug",3,3
"#ambassadors",3,3
"tristan",3,3
"sunrise",3,3
"“i\'m",3,3
"excalibur",3,3
"simple",3,3
"you’ve",3,3
"brother",3,3
"begun",3,3
"hospital",3,3
"disponible",3,3
"@neeleshkamkol",3,3
"changed",3,3
"@google",3,3
"#millivizilli",3,3
"twin",3,3
"typography",3,3
"slightly",3,3
"flights",3,3
"#dataroc…",3,3
"@lanacion",3,3
"flyday",3,3
"double-marginal",3,3
"@ibmanalytics",3,3
"sneak-peek",3,3
"crisis",3,3
"@00110001",3,3
"services",3,3
"admins",3,3
"drop",3,3
"campus",3,3
"@itspoots",3,3
"solved",3,3
"#wordstoliveby",3,3
"totoro",3,3
"shares",3,3
"https://t.co/no4fqlwidp",3,3
"https://t.co/m4grygd3kf",3,3
"mins",3,3
"represented",3,3
"outlined",3,3
"magical",3,3
"ping",3,3
"https://t.co/ntmqtju3qr",3,3
"noticed",3,3
"playing",3,3
"karaoke",3,3
"https://t.co/8szbeee0ab",3,3
"scraping",3,3
"https://t.co/lac73dseym#data",3,3
"https://t.co/ibpn5zc2p0",3,3
"https://t.co/b7bnnfro7f",3,3
"https://t.co/xaptsrbstp#datascience",3,3
"https://t.co/8zdbjakewv",3,3
"prove",3,3
"https://t.co/ocu9rt0gm7#data",3,3
"movement",3,3
"https://t.co/xfnmghtoe7",3,3
"recovery",3,3
"psych",3,3
"secrets",3,3
"https://t.co/tapxcjc1rs#data",3,3
"https://t.co/lk3wdazdow",3,3
"registered",3,3
"https://t.co/hcn6isizqy",3,3
"https://t.co/a9eis6fm2t",3,3
"https://t.co/osbmy7fwln",3,3
"option",3,3
"nested",3,3
"https://t.co/ql8oxlhzcr",3,3
"https://t.co/bxoultuvd0",3,3
"#diningphilosophers",3,3
"afternoon",3,3
"#dublin",3,3
"fatal",3,3
"#egghead",3,3
"boss",3,3
"bane",3,3
"appreciation",3,3
"@danrmonty",3,3
"@andysugs",3,3
"grid",3,4
"alibaba",3,3
"holiday",3,3
"collection",3,3
"honeywell",3,3
"filter",3,3
"eating",3,3
"this…",3,3
"alright",3,3
"education",3,3
"#frontrowcrew",3,3
"dive☞",3,3
"hand",3,3
"decided",3,3
"@noahsalvaterra",3,3
"vizzy",3,3
"t-shirt",3,3
"deeper",3,3
"birmingham",3,3
"analyze",3,3
"steal",3,3
"double",3,3
"@sqlgirl",3,3
"understanding",3,3
"today?watching",3,3
"gift",3,3
"#nikondf",3,3
"📊listening",3,3
"@stalininst",3,3
"unite",3,3
"@capgeminide",3,3
"conducting",3,3
"@lunarmodule7",3,3
"storm",3,3
"softwares",3,3
"facilities",3,3
"#painting",3,3
"wanted",3,3
"uofm",3,3
"shackleford",3,3
"#commitment",3,3
"class☞",3,3
"canceled",3,3
"a-z™",3,3
"minnesota",3,3
"learnings",3,3
"maker",3,3
"https://t.co/nt6vfvr4sv",3,3
"https://t.co/drhvju6wt8",3,3
"https://t.co/zwqtuyxvde",3,3
"profits☞",3,3
"players",3,3
"https://t.co/axouzoyje3",3,3
"realized",3,3
"https://t.co/o4ovvcnngl",3,3
"https://t.co/8sviuswioi",3,3
"https://t.co/5ocs2qzmpl",3,3
"https://t.co/t09h9gfmej",3,3
"octo…",3,3
"recovering",3,3
"passionate",3,3
"internalize",3,3
"https://t.co/9gdckt…",3,3
"oil/canvas",3,3
"interviewers",3,3
"one-year",3,3
"meetings",3,3
"kirkland",3,3
"ideate",3,3
"https://t.co/tgadzzppif#datascience",3,3
"onsite",3,3
"https://t.co/lq46m8gy1m",3,3
"knocking",3,3
"navigate",3,3
"qu\'au",3,3
"isn’t",3,3
"reminder",3,3
"preparation",3,3
"https://t.co/lwgxipzkge",3,3
"impressive",3,3
"https://t.co/ql7ng7c4ay",3,3
"https://t.co/wlirxqqwqe",3,3
"care",3,3
"water",3,3
"traditional",3,3
"@ronald_vanloon",3,3
"wearing",3,4
"#exasol",3,3
"histogram",3,3
"data17",3,3
"@sandlinseguin",3,3
"celebrity",3,3
"hold",3,3
"sightings",3,3
"#thatsthepoint",3,3
"exam",3,3
"artist",3,3
"#artist",3,3
"@mverstrepen",3,3
"@gesserta",3,3
"hoping",3,3
"surf",3,3
"#mdmdg",3,3
"turned",3,3
"amar",3,3
"hacks",3,3
"effects☞",3,3
"@kineticadb",3,3
"attendee",3,3
"@bigdata_themen",3,3
"fiverr",3,3
"automated",3,3
"avoid",3,3
"#dataset",3,3
"con…",3,3
"woohoo",3,3
"away!#data17",3,3
"haven’t",3,3
"@lululemon",3,3
"#decisions",3,3
"strangers",3,3
"#improvadoio",3,3
"goodies",3,3
"sooo",3,3
"#tableau｜クラスメソッドブログ",3,3
"famous",3,3
"including",3,3
"outage",3,3
"resist",3,3
"noooooo",3,3
"https://t.co/vkf7rlbkuy",3,3
"journalism",3,3
"https://t.co/u9uhozsjdx",3,3
"motion",3,3
"rise",3,3
"pong",3,3
"mr.jt",3,3
"https://t.co/eax4ramfqj",3,3
"https://t.co/iignoiettd",3,3
"living",3,3
"https://t.co/vz44pp6cgp",3,3
"https://t.co/n5pxln1fqe",3,3
"mythbuster",3,3
"kinetic",3,3
"https://t.co/iplqlnw7u4",3,3
"https://t.co/3lmnowfviq",3,3
"iphone",3,3
"operations",3,3
"implementation”",3,3
"#zenmasters",3,3
"trading☞",3,3
"apocalypse",3,3
"carry",3,3
"hidden",3,3
"traveling",3,3
"#algorithms",3,3
"code",3,3
"speech",3,3
"shown",3,3
"#reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee…",3,3
"@fourseasons",3,3
"@datachant",3,3
"them.interactive",3,3
"figure",3,3
"directions",3,3
"#analytic…",3,3
"datachloe",3,3
"collect",3,3
"guest",3,3
"#art…",3,3
"datathon",3,3
"@georgogulin",3,3
"#saturdaymorning",3,3
"editing",3,3
"display",3,3
"amanda",3,3
"chap",3,3
"zombie",3,3
"@huck5",3,3
"activities",3,3
"enables",3,3
"@diginomica",3,3
"https://t.co/0iqhpjetna",3,3
"#cantwait",3,3
"announces",3,3
"@4hittman",3,3
"seth",3,3
"depart",3,3
"@pgrill",3,3
"@macdonaldj",3,3
"wanna",3,3
"answering",3,3
"formula",3,3
"failing",3,3
"#collibra",3,3
"clashes",3,3
"heat",3,3
"enterprises",3,3
"descriptive",3,3
"#139",3,3
"includes",3,3
"https://t.co/sdvpwokkeq",3,3
"https://t.co/etptwlzgak",3,3
"https://t.co/7ycwekbcwm",3,3
"https://t.co/ve4g479ggc#data",3,3
"rajeev",3,3
"https://t.co/p2scvc38fa",3,3
"https://t.co/vjg9p921fq#data",3,3
"https://t.co/yl23vxe95z",3,3
"k10☞",3,3
"marten",3,3
"https://t.co/b5kdw2a99j",3,3
"https://t.co/b9ukghqgck",3,3
"matlab",3,3
"redux☞",3,3
"see…",3,3
"rockstar",3,3
"https://t.co/eejndy3vmv",3,3
"https://t.co/xl…",3,3
"regular",3,3
"online…",3,3
"https://t.co/iopg85b4y6",3,3
"https://t.co/3kqfdcrk8k",3,3
"round",3,3
"releases",3,3
"q&amp;a",3,3
"needed",3,3
"https://t.co/7c45…",3,3
"nerdiest",3,3
"https://t.co/hhqkvx5gj5",3,3
"https://t.co/zhx5wpluc6#datascience",3,3
"prescriptive",3,3
"million",3,3
"https://t.co/epu7owuc7u",3,3
"https://t.co/xzmtwyuvuj",3,3
"https://t.co/s…",3,3
"https://t.co/m2nibcvkqt",3,3
"strip",3,3
"clone",3,3
"stuck",3,3
"value-to-time-spent",3,3
"agreed",3,3
"continue",3,3
"@jnparnell",3,3
"featuring",3,3
"brain",3,3
"cookies",3,3
"celebrating",3,3
"beat",3,3
"algorithm",3,3
"@genetis",3,3
"https://t.co/2i83w6sl9g#data",3,3
"suraj",3,3
"#datajournalism",3,3
"@shivrajc",3,3
"starbucks",3,3
"#ve…",3,3
"analysed",3,3
"smart",3,3
"#sq…",3,3
"export",3,3
"#website",3,3
"denver",3,3
"godin",3,3
"fail.”",3,3
"@j_olsufka…",3,3
"@dustiboy21",3,3
"anticipation",3,3
"advantage",3,3
"#workshop",3,3
"familiar",3,3
"🤦🏻‍♀️",3,3
"dubner",3,3
"#contemporary",3,3
"@r_zeli",3,3
"repping",3,3
"https://t.co/u1zkgsveud",3,3
"https://t.co/skycyjnvkj",3,3
"rank",3,3
"resource”",3,3
"https://t.co/soojvrzdig#data",3,3
"josh",3,3
"https://t.co/f2unlkkx19#datascience",3,3
"return",3,3
"months",3,3
"https://t.co/jsvvjp4sk6",3,3
"https://t.co/e93myokghi",3,3
"https://t.co/vvk4yss7bj#datascience",3,3
"recorded",3,3
"https://t.co/plvsiokbk7",3,3
"math",3,3
"https://t.co/lizm9c4y5l",3,3
"mysql☞",3,3
"locations",3,3
"introducing",3,3
"https://t.co/uudpg7fqb2",3,3
"roll",3,3
"meilleur",3,3
"involve",3,3
"mentor",3,3
"is...@tristanguillevi",3,3
"implementation",3,3
"https://t.co/qegtdod8pz",3,3
"importing",3,3
"rendering",3,3
"https://t.co/lxv86fqfsn",3,3
"s1-s7)https://t.co/beqsq30xmr@tableaupublic",3,3
"photoshop☞",3,3
"lead",3,3
"frankfurt",3,3
"entry",3,3
"connections",3,3
"clock",3,3
"badassery",3,3
"😭😭😭😭😭😭😭😭",3,3
"ballroom",3,3
"travel",3,3
"webinar",3,4
"@johnsonp69",3,3
"trends",3,3
"specs",3,3
"coffee",3,3
"hittle",3,3
"field",3,3
"copy",3,3
"@asynthesist",3,3
"align",3,3
"“open",3,3
"@sdgaction",3,3
"@datalabsagency",3,3
"spreadmarts…the",3,3
"#atelier",3,3
"@natering1",3,3
"visualized",3,3
"hosted",3,3
"surprises",3,3
"existence",3,3
"thrones",3,3
"housekeeping",3,3
"geekiness",3,3
"https://t.co/2xjqu3yzpf",3,3
"state",3,3
"slept",3,3
"@nuvi",3,3
"focus",3,3
"#newprofilepic",3,3
"@stltug",3,3
"#webdevelopment",3,3
"blogging",3,3
"#demo",3,3
"@mahfooj01",3,3
"https://t.co/0vysvfsfkg#data",3,3
"waseem",3,3
"https://t.co/scpvtlxamt",3,3
"leaning",3,3
"jedis",3,3
"salle",3,3
"https://t.co/ewnsvqf8gf",3,3
"https://t.co/cb49ettsul#data",3,3
"packing",3,3
"restful",3,3
"https://t.co/l2kag1fj7t",3,3
"month",3,3
"https://t.co/dyikxztjzt",3,3
"scientist",3,3
"https://t.co/rauux3zthd",3,3
"https://t.co/clvwqilg11",3,3
"https://t.co/mxcki6mnez",3,3
"https://t.co/vwde2kheip",3,3
"lived",3,3
"relaxing",3,3
"https://t.co/ze4pwyebe6#data",3,3
"https://t.co/tobrdojz2q",3,3
"laravel☞",3,3
"https://t.co/ddm5mrccqs",3,3
"presenter",3,3
"sophisticated",2,2
"#zen",2,2
"sharp",2,2
"#credit",2,2
"@marksmithvr",2,2
"@cmdenmeade",2,2
"@aleksoft",2,2
"shift",2,2
"cargill",2,2
"boot…",2,2
"spacing",2,2
"1:45pm—see",2,2
"fresh",2,2
"fave",2,2
"developing",2,2
"club",2,2
"subtraction",2,2
"@rsingh0404",2,2
"boys",2,2
"than…",2,2
"#alteryx",2,2
"@tomc0123",2,2
"festival--a",2,2
"databases",2,2
"@mooloogamer",2,2
"brian",2,2
"@gamecockfb",2,2
"bedtime",2,2
"@datadermist",2,2
"#manadalaybay",2,2
"#fitdata17",2,2
"truth",2,2
"2,229",2,2
"garden",2,2
"finale",2,2
"discussion",2,2
"#asemicwriting",2,2
"@serendalrymple",2,2
"comfy",2,2
"browser",2,2
"@gingypegstar",2,2
"surprised",2,2
"dbag",2,2
"@shfly3424",2,2
"besoin",2,2
"#datanerds",2,2
"covent",2,2
"community—tableau",2,2
"@kkemp80",2,2
"attention",2,2
"239/expo…",2,2
"gender",2,2
"flag",2,2
"@slalomnyc",2,2
"@ktfontnowagner",2,2
"bike",2,2
"empanadas",2,2
"@deloitte",2,2
"ghana’s",2,2
"sending",2,2
"awaits",2,2
"animal",2,2
"gimmick",2,2
"#heatmaps",2,2
"#datavirtuali…",2,2
"@woodmarkag",2,2
"woooo",2,2
"calc",2,2
"waited",2,2
"talents",2,2
"address",2,2
"#wearedatapeople…",2,2
"#datawarehouseautomation",2,2
"confere…",2,2
"wore",2,2
"another…",2,2
"admire",2,2
"storypoints",2,2
"forgot",2,2
"#coe",2,2
"enter",2,2
"derrick",2,2
"backlinks",2,2
"https://t.co/17wc0ucvnz",2,2
"https://t.co/wmpvx…",2,2
"salesboom",2,2
"prices",2,2
"mahalo",2,2
"leaves",2,2
"saturday",2,2
"https://t.co/p57ddbegg0",2,2
"nola",2,2
"mobiles",2,2
"legend",2,2
"https://t.co/gg5dkcnmcy",2,2
"https://t.co/4uahgbnail",2,2
"https://t.co/hzg59e9aub",2,2
"https://t.co/u8cqnq2mdb",2,2
"money’s",2,2
"jtw’s",2,2
"https://t.co/nzpgrturkw",2,2
"now😳",2,2
"marathon",2,2
"https://t.co/ph892c2k7b",2,2
"nuriel",2,2
"marketers",2,2
"https://t.co/b3yscqy3gm",2,2
"hurricane",2,2
"partying",2,2
"movie",2,2
"https://t.co/t7ol0h78l7",2,2
"https://t.co/lipco27yym#data_science",2,2
"https://t.co/jwc…",2,2
"kickstarter",2,2
"https://t.co/ogzagucb…",2,2
"https://t.co/jyhani0sd3",2,2
"https://t.co/ijdvplpply",2,2
"https://t.co/9lebg1g8px",2,2
"role",2,2
"https://t.co/rq5ww7eihp",2,2
"https://t.co/pvd5p2vd08",2,2
"postcards",2,2
"kits",2,2
"investment",2,2
"https://t.co/rs7blmufrr",2,2
"know”",2,2
"https://t.co/ndwaidhfig",2,2
